created_in_catalog,id,rating,company_id,company_name,company_code,region,city,street,housenumber,answer_response_time
2024-01-11,255986137,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,2642.905392
2024-01-11,255985940,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,3014.009651
2024-01-11,255985932,5.0,1099152,ЭТМ,ETM11130,Челябинская область,Челябинск,Ильменская,2,3004.500572
2024-01-11,255985933,5.0,1099154,ЭТМ,ETM11110,Челябинская область,Челябинск,Рылеева,16а,2979.467639
2024-01-11,257301196,5.0,1099052,ЭТМ,ETM157100,Нижегородская область,Дзержинск,улица Гайдара,4,1767.134755
2024-01-11,255986138,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,
2024-01-11,277836160,5.0,,,,,,,,
2024-01-10,256760324,4.0,1099145,ЭТМ,ETM4320,Санкт-Петербург,Санкт-Петербург,проспект Энгельса,158к4ст1,217402.993011
2024-01-10,277836162,4.0,,,,,,,,
2024-01-10,256041557,5.0,1099011,ЭТМ,ETM101,Новгородская область,Великий Новгород,Нехинская,59,66869.391841
2024-01-10,256760429,2.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,406783.329896
2024-01-10,256074370,5.0,1099089,ЭТМ,ETM4120,Санкт-Петербург,Санкт-Петербург,Мытнинская,9,63286.883068
2024-01-10,256760354,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,214920.990036
2024-01-10,256000695,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,4293.237537
2024-01-10,277836125,5.0,,,,,,,,
2024-01-10,255917962,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,49690.526132
2024-01-10,255918069,5.0,1099087,ЭТМ,ETM76100,Кемеровская область,Кемерово,Юрия Двужильного,5,49300.81824
2024-01-10,256760355,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,214986.711711
2024-01-10,256760356,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,212302.207847
2024-01-10,255915263,5.0,1235439,ЭТМ,4,Приморский край,Владивосток,улица Заречная,35,53168.359371
2024-01-10,256760357,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,212242.836299
2024-01-10,256758025,5.0,1099052,ЭТМ,ETM157100,Нижегородская область,Дзержинск,улица Гайдара,4,212357.073527
2024-01-10,256760319,5.0,1235438,ЭТМ,3,Брянская область,Брянск,улица Бурова,20,212137.007587
2024-01-10,256760358,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,212080.301238
2024-01-10,255908804,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,721.266888
2024-01-10,255908805,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,679.606193
2024-01-10,256760359,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,215099.806725
2024-01-10,255898620,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,4304.408538
2024-01-10,255898621,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,4248.517125
2024-01-10,255893663,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,7416.178968
2024-01-10,255893664,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,7372.72566
2024-01-10,255893665,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,7311.715418
2024-01-10,255893666,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,7131.283926
2024-01-10,255888529,5.0,1099154,ЭТМ,ETM11110,Челябинская область,Челябинск,Рылеева,16а,
2024-01-10,256760360,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,215139.907921
2024-01-10,255888531,5.0,1099150,ЭТМ,ETM33120,Тюменская область,Тюмень,Пермякова,1Б,516.520342
2024-01-10,255888530,5.0,1099154,ЭТМ,ETM11110,Челябинская область,Челябинск,Рылеева,16а,564.40172
2024-01-10,255885068,5.0,1235463,ЭТМ,29,Оренбургская область,Оренбург,улица Монтажников,13,3862.485334
2024-01-10,255939902,5.0,1099156,ЭТМ,ETM11140,Челябинская область,Челябинск,улица Артиллерийская,1Б,20473.352169
2024-01-10,255866706,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,5460.816402
2024-01-10,256760402,5.0,1099053,ЭТМ,ETM155100,Московская область,Жуковский,Гагарина,85,212627.598042
2024-01-10,255857402,4.0,1099136,ЭТМ,ETM139110,Ханты-Мансийский автономный округ,Сургут,проспект Ленина,51/1,2273.05306
2024-01-10,255851797,1.0,1099152,ЭТМ,ETM11130,Челябинская область,Челябинск,Ильменская,2,
2024-01-10,256760318,1.0,1099156,ЭТМ,ETM11140,Челябинская область,Челябинск,улица Артиллерийская,1Б,
2024-01-10,255930664,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,38698.611903
2024-01-10,255893581,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,7260.405514
2024-01-09,277836127,5.0,,,,,,,,
2024-01-09,256019416,5.0,1099052,ЭТМ,ETM157100,Нижегородская область,Дзержинск,улица Гайдара,4,1025.380388
2024-01-09,277836128,5.0,,,,,,,,
2024-01-09,255863012,5.0,1235451,ЭТМ,17,Калужская область,деревня Меньшовка,,с1,9632.245181
2024-01-09,256000696,5.0,1099033,ЭТМ,ETM5170,Свердловская область,Екатеринбург,Тверитина,46,4392.996299
2024-01-09,277836130,5.0,,,,,,,,
2024-01-09,255806032,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,280.097829
2024-01-09,255802046,2.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,617.967766
2024-01-09,255842079,4.0,1099089,ЭТМ,ETM4120,Санкт-Петербург,Санкт-Петербург,Мытнинская,9,
2024-01-09,255784163,1.0,1235478,ЭТМ,44,Самарская область,Тольятти,улица Комсомольская,86литА1,245217.197898
2024-01-09,256000708,5.0,1099017,ЭТМ,ETM4250,Санкт-Петербург,Санкт-Петербург,проспект Большевиков,25,4435.853637
2024-01-09,255860050,1.0,,,,,,,,114191.273808
2024-01-09,256000646,1.0,1235451,ЭТМ,17,Калужская область,деревня Меньшовка,,с1,111726.606521
2024-01-09,255737464,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,325.153019
2024-01-09,255736899,5.0,1099091,ЭТМ,ETM4170,Санкт-Петербург,Санкт-Петербург,проспект Испытателей,8 к1,66.203156
2024-01-09,256000651,5.0,1099152,ЭТМ,ETM11130,Челябинская область,Челябинск,Ильменская,2,4539.616779
2024-01-09,255817073,2.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,222001.536299
2024-01-08,277836131,5.0,,,,,,,,
2024-01-08,255842066,5.0,1099108,ЭТМ,ETM25160,Ростовская область,Шахты,Комиссаровский переулок,137Б,13425.755994
2024-01-08,255737564,3.0,1099118,ЭТМ,ETM4230,Санкт-Петербург,Санкт-Петербург,Софийская,8 к1,257537.060017
2024-01-08,255841997,5.0,1235462,ЭТМ,28,Орловская область,Орел,Автовокзальная,56,12950.96418
2024-01-08,277836132,5.0,,,,,,,,
2024-01-08,255728198,4.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,1521.966669
2024-01-08,255737571,5.0,1099059,ЭТМ,ETM110,Санкт-Петербург,Санкт-Петербург,проспект Римского-Корсакова,89-91,380.461044
2024-01-08,255626471,5.0,1099156,ЭТМ,ETM11140,Челябинская область,Челябинск,улица Артиллерийская,1Б,241553.346018
2024-01-08,255842045,5.0,1099129,ЭТМ,ETM94100,Ставропольский край,Пятигорск,Кисловодское шоссе,28В,12748.934405
2024-01-08,255841998,5.0,1235461,ЭТМ,27,Краснодарский край,Новороссийск,улица Кутузовская,117,12453.671569
2024-01-08,255841999,5.0,1235464,ЭТМ,30,Оренбургская область,Орск,проспект Мира,12 к5,12352.077188
2024-01-08,255842138,5.0,1099014,ЭТМ,ETM25150,Ростовская область,Новочеркасск,Богдана Хмельницкого,49/13,12241.633907
2024-01-08,277836133,5.0,,,,,,,,
2024-01-08,255568462,5.0,1099063,ЭТМ,ETM5150,Свердловская область,Екатеринбург,Вильгельма де Геннина,49,56314.570777
2024-01-08,255707090,5.0,1235456,ЭТМ,22,Московская область,Подольск,проспект Юных Ленинцев,70 ст3,20215.514336
2024-01-08,255707088,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,20774.596026
2024-01-08,277836135,5.0,,,,,,,,
2024-01-08,255707117,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,23203.960866
2024-01-08,255496907,5.0,1235453,ЭТМ,19,Москва,Москва,Балаклавский проспект,28Б ст1,69730.549623
2024-01-08,255474371,3.0,1099101,ЭТМ,ETM71100,Омская область,Омск,проспект Мира,71/3,333568.234357
2024-01-08,255440053,5.0,1099149,ЭТМ,ETM33110,Тюменская область,Тюмень,Московский тракт,127,88526.934692
2024-01-08,277836137,5.0,,,,,,,,
2024-01-07,277836138,5.0,,,,,,,,
2024-01-07,255419173,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,131241.385188
2024-01-07,255698364,5.0,1099010,ЭТМ,ETM106,Вологодская область,Вологда,Разина,4,30613.870532
2024-01-07,255419209,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,131445.768053
2024-01-07,255440633,5.0,1293871,ЭТМ,49,Республика Башкортостан,Уфа,улица Минигали Губайдуллина,14/1 (или 2/1),88373.704492
2024-01-07,255440678,5.0,1235463,ЭТМ,29,Оренбургская область,Оренбург,улица Монтажников,13,88404.022201
2024-01-07,255429154,5.0,1099090,ЭТМ,ETM4130,Санкт-Петербург,Санкт-Петербург,Малый проспект В.О.,75,113838.34978
2024-01-07,255401756,5.0,1099124,ЭТМ,ETM70120,Новосибирская область,Новосибирск,Оловозаводская,20 к1,27010.998221
2024-01-07,255401759,5.0,1099065,ЭТМ,ETM70160,Новосибирская область,Новосибирск,Титова,9,26932.078188
2024-01-07,277836139,5.0,,,,,,,,
2024-01-07,277836143,3.0,,,,,,,,
2024-01-06,277836141,5.0,,,,,,,,
2024-01-06,255424659,5.0,1235458,ЭТМ,24,Москва,Москва,Мнёвники,10 к1,121125.830629
2024-01-06,255400295,4.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,30586.140251
2024-01-06,255424658,3.0,1235467,ЭТМ,33,Ростовская область,Ростов-на-Дону,улица Орская,17В,128457.924
2024-01-06,255399213,5.0,1474939,ЭТМ,,Татарстан,Казань,Сибирский тракт,34к5,78943.787685
2024-01-06,255398030,5.0,1099026,ЭТМ,ETM12260,Москва,Москва,Дмитровское шоссе,51 к1,86049.355834
2024-01-06,255429168,5.0,1099011,ЭТМ,ETM101,Новгородская область,Великий Новгород,Нехинская,59,113947.472469
2024-01-06,255360716,5.0,1099156,ЭТМ,ETM11140,Челябинская область,Челябинск,улица Артиллерийская,1Б,88256.187516
2024-01-06,255360780,5.0,1099151,ЭТМ,ETM33100,Тюменская область,Тюмень,Ветеранов Труда,40 ст1,88530.285599
2024-01-06,255380264,5.0,1099049,ЭТМ,ETM1351,Ростовская область,Волгодонск,Степная улица,71,59609.236283
2024-01-06,255424665,5.0,1099149,ЭТМ,ETM33110,Тюменская область,Тюмень,Московский тракт,127,121214.548574
2024-01-06,255352009,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,110047.222811
2024-01-06,255351850,5.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,110379.163096
2024-01-05,255290975,4.0,1099073,ЭТМ,ETM25130,Ростовская область,Ростов-на-Дону,проспект Стачки,170,156793.5218
2024-01-05,255286883,5.0,1099062,ЭТМ,ETM71110,Омская область,Омск,улица 10 лет Октября,50,157177.152654
2024-01-05,255346647,4.0,1099048,ЭТМ,ETM29100,Волгоградская область,Волгоград,Университетский проспект,85,118018.152762
2024-01-05,255344109,5.0,1235454,ЭТМ,20,Московская область,Котельники,Ковровый микрорайон,37,121606.604507
2024-01-05,255380255,5.0,1099091,ЭТМ,ETM4170,Санкт-Петербург,Санкт-Петербург,проспект Испытателей,8 к1,60599.535719
2024-01-05,255373125,5.0,1099119,ЭТМ,ETM100,Санкт-Петербург,Санкт-Петербург,улица Заозёрная,14В,65775.666432
2024-01-05,255344108,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,123202.68906
2024-01-05,255373126,5.0,1099115,ЭТМ,ETM4190,Санкт-Петербург,Санкт-Петербург,улица Трефолева,1П,65874.826408
2024-01-05,255344116,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,124105.095905
2024-01-05,255341723,5.0,1099075,ЭТМ,ETM25140,Ростовская область,Батайск,Куйбышева,141,127835.457144
2024-01-05,255373132,5.0,1099023,ЭТМ,ETM4330,Ленинградская область,Гатчина,Пушкинское шоссе,13 к2,66901.842431
2024-01-05,277836142,5.0,,,,,,,,
2024-01-05,255326433,5.0,1235463,ЭТМ,29,Оренбургская область,Оренбург,улица Монтажников,13,142517.16453
2024-01-05,277836144,5.0,,,,,,,,
2024-01-05,255038574,5.0,1099057,ЭТМ,ETM85170,Краснодарский край,Тихорецк,Ленинградская улица,148,194375.304624
2024-01-05,255380271,5.0,1099018,ЭТМ,ETM4260,Санкт-Петербург,Санкт-Петербург,Ленсовета,90,63316.929137
2024-01-05,277836145,5.0,,,,,,,,
2024-01-05,255131308,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,574294.028332
2024-01-04,277836147,5.0,,,,,,,,
2024-01-04,255011938,3.0,1099048,ЭТМ,ETM29100,Волгоградская область,Волгоград,Университетский проспект,85,337575.727726
2024-01-04,255319509,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,149541.0674
2024-01-04,255319532,4.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,149559.078242
2024-01-04,254988514,5.0,1235436,ЭТМ,1,Белгородская область,Белгород,улица Серафимовича,69,210833.48749
2024-01-04,277836152,5.0,,,,,,,,
2024-01-04,254974733,5.0,1099116,ЭТМ,ETM21130,Татарстан,посёлок Новониколаевский,Искры,20,232649.105992
2024-01-04,254974738,5.0,1099106,ЭТМ,ETM158100,Московская область,Сергиев Посад,Новоугличское шоссе,74В,232698.878757
2024-01-04,254831052,5.0,1099070,ЭТМ,ETM37110,Саратовская область,Саратов,им. академика О.К. Антонова,27,34335.917615
2024-01-04,254811341,5.0,1099143,ЭТМ,ETM31100,Республика Башкортостан,Уфа,Интернациональная,"133а, кор.1",51575.509605
2024-01-04,254808360,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,54646.193447
2024-01-03,254974717,5.0,1235441,ЭТМ,6,Воронежская область,село Айдарово,улица Промышленная,1/11,232760.346403
2024-01-03,254974713,5.0,1235458,ЭТМ,24,Москва,Москва,Мнёвники,10 к1,233548.978356
2024-01-03,254978441,5.0,1099021,ЭТМ,ETM4300,Санкт-Петербург,Санкт-Петербург,проспект Металлистов,116 лит А,229370.133759
2024-01-03,254974755,5.0,1099020,ЭТМ,ETM4290,Ленинградская область,Мурино,бульвар Менделеева,11 к4,233409.719248
2024-01-03,277836148,5.0,,,,,,,,
2024-01-03,254810518,4.0,1099051,ЭТМ,ETM60110,Владимирская область,Владимир,Студёная Гора,34,306144.462353
2024-01-03,254978428,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,229174.31245
2024-01-03,254800390,4.0,1352541,ЭТМ,ЕТМ111,Московская область,Котельники,Дзержинское шоссе,2Б,319006.150215
2024-01-03,254790540,5.0,1099027,ЭТМ,ETM12270,Москва,Москва,Люблинская,171 к1а,322503.650208
2024-01-03,277836151,5.0,,,,,,,,
2024-01-03,254421892,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,380616.321872
2024-01-03,277836150,5.0,,,,,,,,
2024-01-02,254395654,5.0,1099056,ЭТМ,ETM39110,Оренбургская область,Оренбург,проспект Гагарина,54/1,423567.856583
2024-01-02,254395650,5.0,1235463,ЭТМ,29,Оренбургская область,Оренбург,улица Монтажников,13,423611.738512
2024-01-02,254395535,5.0,1099130,ЭТМ,ETM37100,Саратовская область,Саратов,Университетская,1,424003.574954
2024-01-02,277836154,5.0,,,,,,,,
2024-01-02,254790523,5.0,1099077,ЭТМ,ETM141200,Ленинградская область,Выборг,улица Куйбышева,9А,322458.197172
2024-01-02,254412956,1.0,1099020,ЭТМ,ETM4290,Ленинградская область,Мурино,бульвар Менделеева,11 к4,530701.005632
2024-01-02,254391054,5.0,1099045,ЭТМ,ETM17100,Саратовская область,Балаково,бульвар Роз,18,434770.275591
2024-01-02,254403578,3.0,1099037,ЭТМ,ETM19110,Пермский край,Пермь,Героев Хасана,100,626021.247334
2024-01-02,254389399,5.0,1099085,ЭТМ,ETM21150,Татарстан,Казань,Краснококшайская,119,442022.388982
2024-01-02,254389400,5.0,1099061,ЭТМ,ETM70140,Новосибирская область,Новосибирск,Семьи Шамшиных,64,442041.235001
2024-01-02,254388665,5.0,1099112,ЭТМ,ETM147100,Тюменская область,Тобольск,9-й микрорайон,25А,449471.920161
2024-01-02,254401362,5.0,1235453,ЭТМ,19,Москва,Москва,Балаклавский проспект,28Б ст1,416462.796399
2024-01-02,254793768,2.0,1099016,ЭТМ,ETM4240,Санкт-Петербург,Санкт-Петербург,Ленинский проспект,90,485087.771604
2024-01-02,277836153,5.0,,,,,,,,
2024-01-02,277836155,5.0,,,,,,,,
2024-01-02,254384160,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,466845.196994
2024-01-02,277836156,5.0,,,,,,,,
2024-01-02,309921179,5.0,,,,,,,,
2024-01-02,254794426,4.0,1099080,ЭТМ,ETM1331,Удмуртия,Ижевск,10 лет Октября,32 лит Р,364619.773047
2024-01-02,254380900,5.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,470905.737075
2024-01-02,277836157,5.0,,,,,,,,
2024-01-01,254396894,5.0,1235444,ЭТМ,9,Калужская область,Калуга,Сельский переулок,2А,423557.146351
2024-01-01,254396890,5.0,1235445,ЭТМ,11,Краснодарский край,Краснодар,Московская,69/9,423512.972735
2024-01-01,254396888,5.0,1235464,ЭТМ,30,Оренбургская область,Орск,проспект Мира,12 к5,464299.014746
2024-01-01,254376495,5.0,1235463,ЭТМ,29,Оренбургская область,Оренбург,улица Монтажников,13,481745.275191
2024-01-01,254355349,3.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,670549.117567
2024-01-01,254371935,4.0,1099017,ЭТМ,ETM4250,Санкт-Петербург,Санкт-Петербург,проспект Большевиков,25,888556.187656
2024-01-01,277836158,5.0,,,,,,,,
2024-01-01,254348971,5.0,1099149,ЭТМ,ETM33110,Тюменская область,Тюмень,Московский тракт,127,546529.135801
2024-01-01,277836163,5.0,,,,,,,,
2024-01-01,254284993,4.0,2092119,ЭТМ,new,Красноярский край,Красноярск,улица Партизана Железняка,16Дстр3,577626.862334
2023-12-31,254347589,5.0,1099018,ЭТМ,ETM4260,Санкт-Петербург,Санкт-Петербург,Ленсовета,90,554703.804864
2023-12-31,254276615,5.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,593020.003003
2023-12-31,254276024,5.0,1099010,ЭТМ,ETM106,Вологодская область,Вологда,Разина,4,597109.7709
2023-12-31,254344092,2.0,1099125,ЭТМ,ETM15110,Нижегородская область,Нижний Новгород,проспект Гагарина,31Г,701944.620545
2023-12-31,254368538,5.0,1099069,ЭТМ,ETM25110,Ростовская область,Ростов-на-Дону,Нансена,85 лит O,507015.903919
2023-12-31,277836164,5.0,,,,,,,,
2023-12-31,277836165,5.0,,,,,,,,
2023-12-31,254368536,5.0,1099155,ЭТМ,ETM11128,Челябинская область,Челябинск,проспект Победы,227,507084.007665
2023-12-31,254365049,4.0,1099031,ЭТМ,ETM5130,Свердловская область,Екатеринбург,Посадская,26,957155.449384
2023-12-31,254287033,5.0,1099017,ЭТМ,ETM4250,Санкт-Петербург,Санкт-Петербург,проспект Большевиков,25,580016.951599
2023-12-31,254365045,5.0,1099100,ЭТМ,ETM75100,Кемеровская область,Новокузнецк,ДОЗ,19 к2а,510967.53026
2023-12-31,254281746,5.0,1099091,ЭТМ,ETM4170,Санкт-Петербург,Санкт-Петербург,проспект Испытателей,8 к1,587046.514663
2023-12-31,254261076,5.0,1099138,ЭТМ,ETM74100,Томская область,Томск,Смирнова,5,652059.536432
2023-12-30,254280858,1.0,1099052,ЭТМ,ETM157100,Нижегородская область,Дзержинск,улица Гайдара,4,727455.35987
2023-12-30,277836166,5.0,,,,,,,,
2023-12-30,254281716,5.0,1235455,ЭТМ,21,Московская область,Мытищи,улица Хлебозаводская,4Ас1,587164.700274
2023-12-30,254264010,5.0,1099048,ЭТМ,ETM29100,Волгоградская область,Волгоград,Университетский проспект,85,878525.403179
2023-12-30,254264004,5.0,1235477,ЭТМ,43,Тамбовская область,Тамбов,бульвар Строителей,8а,780296.776149
2023-12-30,254281708,5.0,1235473,ЭТМ,39,Мордовия,Саранск,Строительная,15 ст1,722631.668627
2023-12-30,254281735,5.0,1099120,ЭТМ,ETM35100,Воронежская область,Воронеж,проспект Труда,111,722651.945815
2023-12-30,254243492,2.0,1099060,ЭТМ,ETM77130,Красноярский край,Красноярск,Алексеева,39,686845.273416
2023-12-30,254262515,5.0,1099020,ЭТМ,ETM4290,Ленинградская область,Мурино,бульвар Менделеева,11 к4,783995.317982
2023-12-30,254229938,1.0,1099013,ЭТМ,ETM84100,Астраханская область,Астрахань,Зеленгинская 3-я,56а/2,946905.86493
2023-12-30,254256447,5.0,1235466,ЭТМ,32,Ростовская область,Ростов-на-Дону,1-й Машиностроительный переулок,12,1060570.850404
2023-12-30,254252484,3.0,1099022,ЭТМ,ETM4310,Санкт-Петербург,Санкт-Петербург,проспект Просвещения,76 к1,811969.231115
2023-12-30,277836167,5.0,,,,,,,,
2023-12-30,254281736,5.0,1099119,ЭТМ,ETM100,Санкт-Петербург,Санкт-Петербург,улица Заозёрная,14В,723402.626236
2023-12-30,277836168,5.0,,,,,,,,
2023-12-30,254281763,5.0,1099041,ЭТМ,ETM102,Самарская область,Самара,Гаражная,5,723336.960508
2023-12-30,277836169,5.0,,,,,,,,
2023-12-30,254209580,5.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,726630.538208
2023-12-29,277836171,4.0,,,,,,,,
2023-12-29,254220557,5.0,1099026,ЭТМ,ETM12260,Москва,Москва,Дмитровское шоссе,51 к1,859706.569281
2023-12-29,254210044,4.0,1099084,ЭТМ,ETM21111,Татарстан,Казань,улица Бухарская,89,866637.444591
2023-12-29,254156722,3.0,1099039,ЭТМ,ETM19140,Пермский край,Пермь,Николая Островского,60,912609.471521
2023-12-29,254139811,5.0,1235453,ЭТМ,19,Москва,Москва,Балаклавский проспект,28Б ст1,773270.823281
2023-12-29,254252460,1.0,1099119,ЭТМ,ETM100,Санкт-Петербург,Санкт-Петербург,улица Заозёрная,14В,810078.279523
2023-12-29,254252447,5.0,1235440,ЭТМ,5,Волгоградская область,Волгоград,улица 25 лет Октября,1с1,809187.748949
2023-12-29,254252450,3.0,1099145,ЭТМ,ETM4320,Санкт-Петербург,Санкт-Петербург,проспект Энгельса,158к4ст1,809342.194855
2023-12-29,254089482,1.0,1099063,ЭТМ,ETM5150,Свердловская область,Екатеринбург,Вильгельма де Геннина,49,924018.99048
2023-12-29,277836170,3.0,,,,,,,,
2023-12-29,254068398,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,528.358392
2023-12-29,277836172,5.0,,,,,,,,
2023-12-29,254053689,5.0,1099037,ЭТМ,ETM19110,Пермский край,Пермь,Героев Хасана,100,639.534773
2023-12-29,254173764,5.0,1099040,ЭТМ,ETM24121,Самарская область,посёлок городского типа Стройкерамика,Пожарный проезд,1,895577.624693
2023-12-29,254018081,5.0,1099099,ЭТМ,ETM93100,Свердловская область,Нижний Тагил,Восточное шоссе,17А,1698.904188
2023-12-29,254018076,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,1762.357203
2023-12-29,254018108,5.0,1099151,ЭТМ,ETM33100,Тюменская область,Тюмень,Ветеранов Труда,40 ст1,1756.662484
2023-12-29,254018077,5.0,1099029,ЭТМ,ETM5100,Свердловская область,Екатеринбург,Бисертская,134,1848.053743
2023-12-29,277836178,5.0,,,,,,,,
2023-12-29,254157909,5.0,1235478,ЭТМ,44,Самарская область,Тольятти,улица Комсомольская,86литА1,
2023-12-29,253979782,5.0,1099010,ЭТМ,ETM106,Вологодская область,Вологда,Разина,4,8965.24015
2023-12-29,277836173,5.0,,,,,,,,
2023-12-28,277836196,5.0,,,,,,,,
2023-12-28,277836174,5.0,,,,,,,,
2023-12-28,254200088,5.0,1235450,ЭТМ,16,Липецкая область,Липецк,улица Балмочных,17,873725.024923
2023-12-28,253888046,5.0,1099151,ЭТМ,ETM33100,Тюменская область,Тюмень,Ветеранов Труда,40 ст1,41442.204773
2023-12-28,254043889,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,
2023-12-28,253888049,5.0,1099132,ЭТМ,ETM63100,Краснодарский край,Сочи,Гагарина,72а,41479.915367
2023-12-28,254183203,5.0,1099020,ЭТМ,ETM4290,Ленинградская область,Мурино,бульвар Менделеева,11 к4,881002.082992
2023-12-28,254183156,5.0,1235471,ЭТМ,37,Санкт-Петербург,посёлок Шушары,Ленсоветовская дорога,12к2Б,745356.509882
2023-12-28,277836175,5.0,,,,,,,,
2023-12-28,253989758,5.0,1099145,ЭТМ,ETM4320,Санкт-Петербург,Санкт-Петербург,проспект Энгельса,158к4ст1,53663.284695
2023-12-28,253859574,4.0,1099118,ЭТМ,ETM4230,Санкт-Петербург,Санкт-Петербург,Софийская,8 к1,1879.249852
2023-12-28,277836176,5.0,,,,,,,,
2023-12-28,277836179,5.0,,,,,,,,
2023-12-28,253848616,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,279.997873
2023-12-28,253980194,4.0,1099122,ЭТМ,ETM70100,Новосибирская область,Новосибирск,Пашинское шоссе,1 к1,8765.054375
2023-12-28,253848617,5.0,1099036,ЭТМ,ETM19150,Пермский край,Пермь,Ленина,90,340.772432
2023-12-28,253848353,5.0,1235448,ЭТМ,14,Курганская область,Курган,Омская,131 ст1,81.514341
2023-12-28,277836180,5.0,,,,,,,,
2023-12-28,254200104,5.0,1099038,ЭТМ,ETM19120,Пермский край,Пермь,Трамвайная улица,33к6,737948.107409
